
Subjects incorporated to date: 019
Data file started on machine PL_LABXP1

**********************************************************************
Subject 1, 05/04/2009 15:34:38 on PL_LABXP1, refresh 9.99ms, ID EP
  Item       RT
131002    525.73
131003    609.24
131004    461.47
131005    551.67
131006    613.24
131007    938.82
131008    652.65
131009    680.04
131010    643.51
131011    799.01
131012    529.35
131013   1580.09
131014   1229.40
 61000    598.13
 61001    659.18
 61002    519.04
 61003    652.06
 61004    899.17
 61005    607.76
 61006    904.80
 61007    604.45
 61008    571.36
 61009    868.17
 61010    874.20
 61011    608.65
 61012    639.21
 61013    759.70
 37000    506.33
 37001    567.03
 37002   1206.84
 37003    900.59
 37004    623.84
 37005    689.14
 37006   1248.43
 37007    918.62
 37008    560.50
 37009    699.13
 37010    473.74
 37011    549.32
 37012   1469.54
 37013    874.38
114000    495.55
114001   -676.57
124000    472.40
124001    523.77
124002    476.18
124003    826.02
124004    773.38
124005  -1114.50
126000    890.81
126001    979.09
126002    580.54
126003    748.30
126004    691.68
126005    733.07
126006   1010.63
126007   1309.32
126008    585.03
126009   1248.79
126010    523.81
126011    644.99
 72000    534.69
 72001    869.19
 72002   1205.31
 72003    770.47
 72004    956.96
 72005    899.65
 72006    706.82
 72007    866.98
 72008    979.47
 72009    945.08
 72010    641.88
 72011    689.99
 72012   1027.26
